-0.000262404	-0.0068164
-0.000262404	-0.0068164
-0.000262404	-0.0068164
-0.000262404	-0.0068164
-0.000262404	-0.0068164
-0.000262404	-0.0068164
0.00091464	-0.0068164
0.00091464	-0.0068164
0.00091464	-0.0068164
0.00091464	-0.0068164
0.00091464	-0.0068164
-0.000262404	-0.00925781
0.00091464	-0.0312305
-0.000262404	-0.0483203
0.00091464	-0.0776172
-0.000262404	-0.124004
0.00091464	-0.182598
0.00091464	-0.246074
0.00562137	-0.307109
0.015769904	-0.358379
0.051158942	-0.390117
0.67057731	-0.41209
0.88000846	-0.431621
1.0945888	-0.441387
1.3484988	-0.451152
1.5963422	-0.470684
1.7891254	-0.502422
1.9099324	-0.531719
1.994119	-0.558574
2.132006	-0.573223
2.173516	-0.58543
2.1174524	-0.612285
2.0235822	-0.646465
1.8978952	-0.683086
1.7539416	-0.719707
1.6075485	-0.770977
1.5221849	-0.792949
1.3806712	-0.807598
1.2367176	-0.805156
1.1061411	-0.81248
0.99384108	-0.797832
0.90595108	-0.790508
0.86317764	-0.790508
0.84726469	-0.790508
0.86309125	-0.790508
0.91309781	-0.788066
0.98625142	-0.785625
1.0899685	-0.788066
1.193685	-0.785625
1.2998416	-0.785625
1.4035586	-0.775859
1.4963286	-0.773418
1.5793386	-0.773418
1.6379286	-0.773418
1.6867586	-0.780742
1.6953516	-0.785625
1.691735	-0.785625
1.6661385	-0.788066
1.6149549	-0.785625
1.5429778	-0.785625
1.4588013	-0.785625
1.3721747	-0.788066
1.2940447	-0.788066
1.2196276	-0.788066
1.1537076	-0.785625
1.0914047	-0.778301
1.0547847	-0.773418
1.0254947	-0.773418
1.0193413	-0.761211
1.0205178	-0.729473
1.0424978	-0.722148
1.0778449	-0.709941
1.1302914	-0.692852
1.1778585	-0.675762
1.2388985	-0.663555
1.293785	-0.670879
1.345055	-0.683086
1.391435	-0.685527
1.420735	-0.685527
1.440265	-0.683086
1.4464185	-0.687969
1.4354714	-0.687969
1.4183814	-0.692852
1.3879049	-0.700176
1.3525478	-0.702617
1.2988378	-0.705059
1.2512812	-0.705059
